ID,text,cue,emotion,emotion,cause
755,أثناء قراءتي لهذا الكتاب، شعرت ب [MASK]   كبير تجاه المشاهد المروعة التي وصفت,قزز,الاشمئزاز,Disgust,المشاهد المروعة
756,أثناء مشاهدتي الفيلم  ، شعرت ب [MASK]   كبير عندما ظهرت الوحوش المخيفة على الشاشة,فزع,الخوف,Fear,الوحوش المخيفة
757,أثناء نومي صحوت  [MASK]   لأنني حلمت بأنني أحرق كتبي,فزع,الخوف,Fear,حلمت بأنني أحرق كتبي
758,أجاب أغلبهم هذه المرة ولله الحمد  [MASK]   كثيرا وقلت : أحسنتم,فرح,الفرح,Joy,أجاب أغلبهم هذه المرة
759,أجلت قراءة هذا الكتاب أكثر من مرة  [MASK]   من أن يكون ذا محتوى صعب او غير واضح,خوف,الخوف,Fear,أن يكون ذا محتوى صعب
760,أجواء الليل المظلمة والصمت المخيف أشعلت نيران  [MASK]   في وجداني,رعب,الخوف,Fear,أجواء الليل المظلمة
761,أحانا  [MASK]   هنا في مجتمعاتنا الشرقية انه لا معايير محددة لا للحكم ولا التعامل مع البشر,فاجأ,المفاجأة,Surprise,ا معايير محددة لا للحكم ولا التعامل مع البشر
762,أحببت كل ما فيه كتاب و [MASK]    به لانه يزرع أمل في القلب,سعادة,الفرح,Joy,يزرع أمل في القلب
763,أحبيت فكرة وجود رواية تحكى عن المتعافين من الادمان و [MASK]   أكتر عندما عرفت انها واقعية,فرح,الفرح,Joy,وجود رواية تحكى عن المتعافين من الادمان
764,أحداث  [MASK]  فمحاولة الحصول على لجوء سياسي أشبه بالمعركة المستحيلة,حزين,الحزن,Sadness,محاولة الحصول على لجوء سياسي
765,أحداث غير مترابطة .. أسماء مكررة .. رواية  [MASK]   ..,قزز,الاشمئزاز,Disgust,أحداث غير مترابطة .. أسماء مكررة
766,أحداث كثيرة أشعرتني ب [MASK]   بداية بموقف أبناءه، مذبحة يافا، وانتهاء بخيانة الدنكزلي,غضب,الغضب,Anger, مذبحة يافا، وانتهاء بخيانة الدنكزلي
767,أحست بعائشه و [MASK]  ها على فقد ابنها و تشاؤومها ورغبتها في الموت,حزن,الحزن,Sadness,فقد ابنها و تشاؤومها
768,أحسست ان هذه الخواطر لسيدة تعرضت للخيانة و الهجر فترجمت  [MASK]  ها و صاغته في خواطر انتقامية,غضب,الغضب,Anger,تعرضت للخيانة و الهجر
769,أحسست ب [MASK]   الشديد تجاه الكتاب بسبب تصويره المسيء للثقافة والتقاليد الشعبية,حنق,الغضب,Anger,تصويره المسيء للثقافة والتقاليد الشعبية
770,أحسست ب [MASK]   تجاه الطابع العنصري الذي ينتهجه الكتاب تجاه ثقافات الامم العربية,حنق,الغضب,Anger,الطابع العنصري
771,أحسست ب [MASK]   عند رؤيتي للمعاملة الظالمة والاستغلال التجاري للعاملة الضعيفة,حنق,الغضب,Anger,المعاملة الظالمة والاستغلال التجاري
772,أحسست ب [MASK]   من تطورات الحبكة السردية في الكتاب، حيث لم يتم توضيح الأحداث بشكل جيد,غضب,الغضب,Anger,لم يتم توضيح الأحداث بشكل جيد
773,أحسست ب [MASK]   نحو الكتاب لانه يشوه الحقائق و يتلاعب  بالمعلومات لتناسب أجندته الخاصة,حنق,الغضب,Anger,يشوه الحقائق و يتلاعب  بالمعلومات
774,أحسست كأنني كنت أعرف ما الحرب ثم [MASK]  تذكرت أنني أعرف حقا,فجأة,المفاجأة,Surprise,تذكرت أنني أعرف حقا
775,أحيانا يقف  [MASK]  نا من خسارة الآخرين لنا بمحض إرادتهم حاجزا بيننا وبينهم,خوف,الخوف,Fear,خسارة الآخرين لنا
776,أخبرتهم بياض الثلج بقصتها مع الاشرار، ف [MASK]  وا عليها,حزن,الحزن,Sadness,قصتها مع الاشرار
777,أخذ جوريندل يتوسل إليها كي لا تطرده من المنزل، ويبكي  [MASK]  ، ويرثي حاله,حزن,الحزن,Sadness,تطرده من المنزل
778,أخذ يفكر في ابنته المفقودة حتى ظهرت علامات [MASK]   على وجهه,حزن,الحزن,Sadness,ابنته المفقودة 
779,أخذ يقفز ويرقص  [MASK]  لعودة امه ,مرحا,الفرح,Joy,عودة امه
780,أخذت إلزي الذكية تنتحب في  [MASK]   شديد عند خسارتها,حزن,الحزن,Sadness,خسارتها
781,أخذت سندريلا الصحنين إلى زوجة أبيها  [MASK]   بأنها ستذهب إلى الحفل,فرحة,الفرح,Joy,ستذهب إلى الحفل
782,أخذت مريم و وهيب الطفل وائل ثم أختفيا من الرواية [MASK]  ,فجأة,المفاجأة,Surprise,أختفيا من الرواية
783,أخفته أمه عن الناس ونكرته كامرأة  [MASK]   عليه من حرب طروادة,خوف,الخوف,Fear,حرب طروادة
784,أخيرا  [MASK]  هذا الشاب عندما وجد عملا شبه ثابتا و رحل من هذه المدينة البائسة,فرح,الفرح,Joy,وجد عملا شبه ثابتا
785,أخيرا إنني  [MASK]   لوجودي وسط شعبي مثل سمكة في الماء,سعيد,الفرح,Joy,وجودي وسط شعبي
786,أخيرا وجدت أحد منصفا للبوم  [MASK]  ني المقدمة أكثر من كل الكتاب,سعد,الفرح,Joy,وجدت أحد منصفا
787,أداء الممثلين كان مبالغًا فيه ومثيرًا ل [MASK]  ، مما جعل الرواية بأكملها غير مريحة,الاشمئزاز,الاشمئزاز,Disgust,أداء الممثلين كان مبالغًا فيه
788,أدت مروة مهران دورا شديد الصعوبة بتلقائية شديدة و [MASK]   كون قصة  الفيلم حقيقية,فاجأ,المفاجأة,Surprise,قصة  الفيلم حقيقية
789,أدرك الجندي أن الموت هو المصير المحتوم. جلس لحظة وهو يشعر ب [MASK]  ,أسى,الحزن,Sadness,الموت هو المصير المحتوم
790,أدركت  [MASK]   أنني كنت أخدع نفسي طوال هذه الفترة,فجأة,المفاجأة,Surprise,كنت أخدع نفسي طوال هذه الفتر
791,أدركت  [MASK]   ان الرواية تغرق في تفاصيل عادية لإعطاء أهمية لحدث كان بشعا في الرواية,فجأة,المفاجأة,Surprise,الرواية تغرق في تفاصيل عادية
792,أديب ماهر يحارب  [MASK]   الراضخ تحت وطأة العقدة التي تدفع إلى الجريمة,خوف,الخوف,Fear,العقدة التي تدفع إلى الجريمة
793,أذاقه من لباس الجوع كما ألقى  [MASK]   في قلوب شعبه,رعب,الخوف,Fear,أذاقه من لباس الجوع
794,أذكر انني  [MASK]   من وليد بشدة عند ارتباطه بأروي,غضب,الغضب,Anger,ارتباطه بأروي
795,أذكر ب [MASK]   انني أحببتك فوق طاقتك على التصديق و أنني تركتك,حزن,الحزن,Sadness,تركتك
796,أذكر منها الكثير من [MASK]  . والقليل من أشكال الحب,غضب,الغضب,Anger,القليل من أشكال الحب
797,أراد عمر إراحة عقله وفكره برواية لذيذة ، لكنه  [MASK]   بلغة تتطلب منه تركيزا كبيرا,فاجأ,المفاجأة,Surprise,لغة تتطلب منه تركيزا كبيرا
798,أردوغان شعر أنهم وافقوا  [MASK]   من الدولة,خوف,الخوف,Fear,الدولة
799,أرسل قصة تتحدث عن الحاكم [MASK]   الدكتور عبدالقادر القط من نشرها,خاف,الخوف,Fear,تتحدث عن الحاكم
800,أرى نفسي هادئة متوكلة على الله ثم انقلب شديدة القلق شديدة الجزع [MASK] ,فجأة,المفاجأة,Surprise,ثم انقلب شديدة القلق
801,أري أن الكاتب فشل بجدارة في هذه المرة .. وترك لنا هذا الكتاب ال [MASK]  ,قزز,الاشمئزاز,Disgust,الكاتب فشل بجدارة
802,أزمة تتكرر من جديد تثير  [MASK]   الشعب ووزير مالية يخرج علينا كل مرة بكلام,غضب,الغضب,Anger,أزمة تتكرر من جديد
803,أسأل الله أن يرزقكم  [MASK]   مابعدها حاجة عندما يحقق أمانيكم,سعادة,الفرح,Joy,يحقق أمانيكم
804,أستجب لفضولي و قرأت القصص الحقيقية لأحمد ودولت ف [MASK]   بحقيقة الامر,فاجأ,المفاجأة,Surprise,حقيقة الامر
805,أستطاع علي بدري  [MASK]   بقفل الرواية بطريقة مذهلة أعجبتني,فاجأ,المفاجأة,Surprise,قفل الرواية بطريقة مذهلة
806,أستطيع أن أكتب الأشعار الأكثر  [MASK]   هذه الليلة لأن أفكر بأنها ليست لي و أشعر بأني فقدتها للأبد,حزن,الحزن,Sadness,أشعر بأني فقدتها للأبد
807,أستمتع بشدة بالروايات التاريخية، ولكن أشعر ب [MASK]   من اختلاط المعرفة التاريخية,خوف,الخوف,Fear,اختلاط المعرفة التاريخية
808,أسلوب  [MASK]   والله تفكير وهموم أصحاب القصر .. سطحية ورفاهية لا حدود له,قزز,الاشمئزاز,Disgust,سطحية ورفاهية لا حدود له
809,أسلوب الكاتبة جعلني  [MASK]   كثيرا بإسلامهم,سعد,الفرح,Joy,إسلامهم
810,أسلوب الكتابه سردي جاف ولا يحمل التشويق  [MASK]   لأني أنهيته أخيرا,سعيد,الفرح,Joy,انهيته أخيرا
811,أسلوب المنفلوطي السلس يجعلك  [MASK]   بأن القصة إنتهت من غير ان تحس,فاجأ,المفاجأة,Surprise,القصة إنتهت من غير ان تحس
812,أسلوبه هادئ ولديه رقة عالية في التعامل مع زوجته. كاتب يلمس القلب  [MASK]  ,فرح,الفرح,Joy,كاتب يلمس القلب
813,أسوأ الناس خُلقاً من إذا  [MASK]   منك: أنكر فضلك أفشى سرك و قال عنك ما ليس فيك.,غضب,الغضب,Anger,أنكر فضلك أفشى سرك
814,أشد ما  [MASK]  ني موت والده و وقوف أمه كحاجز بينه و بين تحقيق رغبته في الزواج ممن يحب,حزن,الحزن,Sadness,موت والده
815,أشعر ب [MASK]    تجاه هذا الكتاب، فقد أهمل المؤلف مراعاة التحرير والتدقيق,غضب,الغضب,Anger,أهمل المؤلف مراعاة التحرير والتدقيق
816,أشعر ب [MASK]    عندما أرى تعرض الأطفال للعنف والإساءة دون حماية كافية من البالغين,حنق,الغضب,Anger,تعرض الأطفال للعنف والإساءة
817,أشعر ب [MASK]    لأن الكتاب يحتوي على أخطاء كثيرة في الإملاء والنحو والصرف,غضب,الغضب,Anger,الكتاب يحتوي على أخطاء كثيرة في الإملاء والنحو والصرف
818,أشعر ب [MASK]    لأن الكتاب يفتقر إلى الأمثلة والتطبيقات العملية، فقد وجدته نظريًا جدًا,غضب,الغضب,Anger,الكتاب يفتقر إلى الأمثلة والتطبيقات العملية
819,أشعر ب [MASK]   أن هناك سجن ملىء بالمظلومين في منطقة ما,حزن,الحزن,Sadness,هناك سجن ملىء بالمظلومين
820,أشعر ب [MASK]   أننا نفقد أرض البرتقال و أرض التين والزيتون,حزن,الحزن,Sadness,أنفقد أرض البرتقال و أرض التين والزيتون
821,أشعر ب [MASK]   الحقيقية عندما أقضي وقتًا مع الأشخاص الذين أحبهم,سعادة,الفرح,Joy,أقضي وقتًا مع الأشخاص الذين أحبهم
822,أشعر ب [MASK]   الشديد تجاه استغلال الأطفال في العمالة المنزلية والعمل القسري,حنق,الغضب,Anger,استغلال الأطفال في العمالة المنزلية
823,أشعر ب [MASK]   الشديدة عندما أتمكن من تحقيق أحلامي,سعادة,الفرح,Joy,تحقيق أحلامي
824,أشعر ب [MASK]   الشديدة عندما أرى أطفالي يلعبون ويضحكون,سعادة,الفرح,Joy,أرى أطفالي يلعبون ويضحكون
825,أشعر ب [MASK]   بالغة لقراءة مثل هذا العمل الرائع متمنيا من الله أن يجعل لأمتنا فرسانا كثيرين مثل هذا الكاتب,سعادة,الفرح,Joy,قراءة مثل هذا العمل الرائع
826,أشعر ب [MASK]   تجاه التجاهل الذي تظهره اتجاهي يا اخي,غضب,الغضب,Anger, التجاهل الذي تظهره اتجاهي
827,أشعر ب [MASK]   تجاه اللاجئين الذين يعانون من صعوبات كبيرة وعدم وجود فرص للتعليم والرعاية,حنق,الغضب,Anger,عدم وجود فرص للتعليم والرعاية
828,أشعر ب [MASK]   تجاه بعض الممارسات الشنيعة التي تم وصفها في هذا الكتاب,اشمئزاز,الاشمئزاز,Disgust,الممارسات الشنيعة
829,أشعر ب [MASK]   تغمرني اليوم  فقد تعلمتى شيئا جديدا و رائعا,بهجة,الفرح,Joy,تعلمتى شيئا جديدا
830,أشعر ب [MASK]   حين أرى العالم من حولي مليء بالجمال,بهجة,الفرح,Joy,العالم من حولي مليء بالجمال
831,أشعر ب [MASK]   شخصيات الرواية لأن وصف الكاتب ينقلني لشوارع بغداد,حزن,الحزن,Sadness,وصف الكاتب ينقلني لشوارع بغداد
832,أشعر ب [MASK]   شديد لان الكاتب يلقي محاضرة عن الخيانة و أسبابها في المجتمع السعودي,حزن,الحزن,Sadness,الخيانة و أسبابها
833,أشعر ب [MASK]   على أمة كان المفروض أنها خير أمة أخرجت للناس فأصبحت أغبى أمة,حزن,الحزن,Sadness,أصبحت أغبى أمة
834,أشعر ب [MASK]   على الطفلين اليتيمين,أسى,الحزن,Sadness,الطفلين اليتيمين
835,أشعر ب [MASK]   على ما يعانيه شبابنا وأطفالنا من اهمال في أسرهم,حزن,الحزن,Sadness,ما يعانيه شبابنا وأطفالنا من اهمال
836,أشعر ب [MASK]   عندما أجد الغرفة غير نظيفة عند الوصول إلى الفندق,اشمئزاز,الاشمئزاز,Disgust,أجد الغرفة غير نظيفة
837,أشعر ب [MASK]   عندما أجد كتابًا يحتوي على معلومات غير دقيقة,اشمئزاز,الاشمئزاز,Disgust,معلومات غير دقيقة
838,أشعر ب [MASK]   عندما أحقق هدفًا كنت أسعى إليه,بهجة,الفرح,Joy,أحقق هدفًا كنت أسعى إليه
839,أشعر ب [MASK]   عندما أرى أحبائي,سعادة,الفرح,Joy,أرى أحبائي
840,أشعر ب [MASK]   عندما أرى التمييز العنصري يطغى على المجتمع,غيظ,الغضب,Anger,التمييز العنصري
841,أشعر ب [MASK]   عندما أرى العالم من حولي مليء بالاحترام,بهجة,الفرح,Joy,العالم من حولي مليء بالاحترام
842,أشعر ب [MASK]   عندما أرى الفساد في الحكومات,اشمئزاز,الاشمئزاز,Disgust,الفساد في الحكومات
843,أشعر ب [MASK]   عندما أستمع إلى الموسيقى التي أحب,بهجة,الفرح,Joy,أستمع إلى الموسيقى التي أحب
844,أشعر ب [MASK]   عندما أسمع تلك الكلمات البذيئة تخرج من فمه,الاشمئزاز,الاشمئزاز,Disgust,الكلمات البذيئة
845,أشعر ب [MASK]   عندما أقضي وقتًا ممتعًا مع الأصدقاء,سعادة,الفرح,Joy,أقضي وقتًا ممتعًا مع الأصدقاء
846,أشعر ب [MASK]   عندما يحتوي الكتاب على أفكار متطرفة,اشمئزاز,الاشمئزاز,Disgust,يحتوي الكتاب على أفكار متطرفة
847,أشعر ب [MASK]   عندما يحتوي الكتاب على صور غير لائقة أو مقالات غير أخلاقية,اشمئزاز,الاشمئزاز,Disgust,يحتوي الكتاب على صور غير لائقة
848,أشعر ب [MASK]   غامرة عندما أقوم بأعمال تطوعية لخدمة المجتمع,سعادة,الفرح,Joy,أقوم بأعمال تطوعية لخدمة المجتمع
849,أشعر ب [MASK]   فأنا اشعر بالرضا عن نفسي بعد اتمام الكتاب في وقت قصير,بهجة,الفرح,Joy,اتمام الكتاب في وقت قصير
850,أشعر ب [MASK]   فأنا سوف أسافر إلى مكان جديد,بهجة,الفرح,Joy,سوف أسافر إلى مكان جديد
851,أشعر ب [MASK]   فقد حققت شيء جديد في حياتي,بهجة,الفرح,Joy,حققت شيء جديد في حياتي
852,أشعر ب [MASK]   كبيرة عندما أرى طفلًا يبتسم,سعادة,الفرح,Joy,طفلًا يبتسم
853,أشعر ب [MASK]   لأانني أساعد المحتاجين,بهجة,الفرح,Joy,أساعد المحتاجين
854,أشعر ب [MASK]   لأن الأسلوب نقدى شديد السخرية من الحزب الوطني في عز جبروته,حزن,الحزن,Sadness,الأسلوب نقدى شديد السخرية
855,أشعر ب [MASK]   لأن العرب يتصرفون بطريقة بشعة مع أدبهم و لم يهتموا بالترجمة,حزن,الحزن,Sadness,العرب يتصرفون بطريقة بشعة مع أدبهم
856,أشعر ب [MASK]   لأن الكتاب افتقر للتنظيم والترتيب,غضب,الغضب,Anger,الكتاب افتقر للتنظيم والترتيب
857,أشعر ب [MASK]   لأن الكتاب لا يتضمن مصادر موثوقة ومراجع,غضب,الغضب,Anger,الكتاب لا يتضمن مصادر موثوقة
858,أشعر ب [MASK]   لأن الكتاب لم يلبي توقعاتي ابدا,غضب,الغضب,Anger,الكتاب لم يلبي توقعاتي
859,أشعر ب [MASK]   لأن الكتاب يحتوي على انحياز سياسي و ديني كبير,غضب,الغضب,Anger,الكتاب يحتوي على انحياز سياسي و ديني كبير
860,أشعر ب [MASK]   لأن الكتاب يعاني من ضعف في تنظيم المعلومات والعرض,غضب,الغضب,Anger,الكتاب يعاني من ضعف في تنظيم المعلومات
861,أشعر ب [MASK]   لقلة تنوع و تجديد المرادفات في الكتاب,غضب,الغضب,Anger,قلة تنوع و تجديد المرادفات في الكتاب
862,أشعر ب [MASK]   لأن الكتاب يقدم معلومات بسطية وسطحية,غضب,الغضب,Anger,الكتاب يقدم معلومات بسطية وسطحية
863,أشعر ب [MASK]   لأنك أهملت واجباتك اتجاه زوجتك و اطفالك,غضب,الغضب,Anger,أهملت واجباتك اتجاه زوجتك و اطفالك
864,أشعر ب [MASK]   لأنك اخلفت وعودك اتجاهي,غضب,الغضب,Anger,اخلفت وعودك اتجاهي
865,أشعر ب [MASK]   لأنك بعيدة عني,حزن,الحزن,Sadness,بعيدة عني
866,أشعر ب [MASK]   لأنك تتلاعب بالحقائق الخاصة بالجريمة,غضب,الغضب,Anger,تتلاعب بالحقائق الخاصة بالجريمة
867,أشعر ب [MASK]   لأنك قمت باستغلالي,غضب,الغضب,Anger,استغلالي
868,أشعر ب [MASK]   لأنك قمت بإهمال دور العدالة في هذه القضية,غضب,الغضب,Anger,إهمال دور العدالة
869,أشعر ب [MASK]   لأنك قمت بتثبيط عزيمتي و طموحاتي,غضب,الغضب,Anger,تثبيط عزيمتي و طموحاتي
870,أشعر ب [MASK]   لأنك قمت بتجاهل التنمية المستدامة في اعداد المشروع,غضب,الغضب,Anger,تجاهل التنمية المستدامة في اعداد المشروع
871,أشعر ب [MASK]   لأنك قمت بتجاهل حقوق الإنسان,غضب,الغضب,Anger,تجاهل حقوق الإنسان
872,أشعر ب [MASK]   لأنك قمت بتجاهل طلباتي,غضب,الغضب,Anger,تجاهل طلباتي
873,أشعر ب [MASK]   لأنك لا تحترم مشاعري كأخت ,غضب,الغضب,Anger, لا تحترم مشاعري كأخت
874,أشعر ب [MASK]   لأنكم قمتم بالتلاعب بحاضري و بمستقبلي,غضب,الغضب,Anger,التلاعب بحاضري و بمستقبلي
875,أشعر ب [MASK]   لأنكي قمتي بالتجاهل المتعمد لطلباتي,غضب,الغضب,Anger,التجاهل المتعمد لطلباتي
876,أشعر ب [MASK]   لأنني قرأت كتابًا جيدًا كهذا,بهجة,الفرح,Joy,قرأت كتابًا جيدًا
877,أشعر ب [MASK]   لأنه خيب توقعي,حزن,الحزن,Sadness,خيب توقعي
878,أشعر ب [MASK]   لأنهم يتجولون عراة هكذا,أسى,الحزن,Sadness,يتجولون عراة
879,أشعر ب [MASK]   لأني اشتريتها فلو قرأتها الكترونيا لكان أفضل,حزن,الحزن,Sadness,لو قرأتها الكترونيا لكان أفضل
880,أشعر ب [MASK]   على النهاية القاسية,حزن,الحزن,Sadness,النهاية القاسية
881,أشعر ب [MASK]   من كتاب ينشر تصرفات غير لائقة وغير مقبولة بين صفحاته,اشمئزاز,الاشمئزاز,Disgust,ينشر تصرفات غير لائقة وغير مقبولة
882,أشعر ب [MASK]   من كتب الرعب الواقعية,اشمئزاز,الاشمئزاز,Disgust,كتب الرعب الواقعية
883,أشعر ب [MASK]   من هذا الكتاب فهو يتضمن وصفات مريبة وخارجة عن المألوف,اشمئزاز,الاشمئزاز,Disgust,يتضمن وصفات مريبة وخارجة عن المألوف
884,أشعر ب [MASK]   نحو الكاتب بسبب الأفكار المثيرة للجدل والمشاعر القوية التي أثارها في هذا الكتاب,غضب,الغضب,Anger,الأفكار المثيرة للجدل
885,أشعر ب [MASK]   والاستياء لأن المؤلف قام بتضخيم وتهويل القضية بدلاً من تقديم تحليل موضوعي,غضب,الغضب,Anger,المؤلف قام بتضخيم وتهويل القضية
886,أشعر ب [MASK]   لاضاعة وقتي فيها ... لا أنصح بها أولائك الذين يهتمون بالأدب المحافظ,حزن,الحزن,Sadness, لاضاعة وقتي فيها
887,أشعر بأنني لا أفهم نفسي أراها خاشعة أحيانا ثم  [MASK]   بعيدة كل البعد عن الله ,فجأة,المفاجأة,Surprise, لا أفهم نفسي
888,أشعر ب [MASK]   من الفشل,خوف,الخوف,Fear,الفشل
889,أشعر فى كل مرة أقرأ فيها لأحمد بهجت ب [MASK]   بالغة تسرى فى كل خلية فى جسدي,سعادة,الفرح,Joy,كل مرة أقرأ فيها لأحمد بهجت
890,أشعر في كلماته ب [MASK]   على شباب امة المغيب,خوف,الخوف,Fear,شباب امة المغيب
891,أشعر كما لو أني أنتظر نفسي في مكان آخر ..  [MASK]  من ظلام يمليء كل شيء,رعب,الخوف,Fear,ظلام يمليء كل شيء
892,أشعر وكأن صخره ثقيلة فوق قلبي تُصيبني بنوبة  [MASK]   شديد .,غضب,الغضب,Anger,وكأن صخره ثقيلة فوق قلبي
893,أشعرتني الكاتبة ب [MASK]    على الظلم الذي تعرض له الشخصيات الرئيسية في الرواية,غضب,الغضب,Anger,الظلم الذي تعرض له الشخصيات الرئيسية في الرواية
894,أشعرتني ب [MASK]   لأنني و أنا أقرؤها أحسست بالرصاصة في رأسي أنا,حزن,الحزن,Sadness,أحسست بالرصاصة في رأسي أنا
895,أشكرهم شكرا جزيلا على الوقت الممتع، وأوصي بكل  [MASK]   بهذا الفندق للجميع,سرور,الفرح,Joy,الوقت الممتع
896,أصابني  [MASK]   لموت ذلك الشيخ بسرعة و تحول ذلك إلى كابوس مخيف,حزن,الحزن,Sadness,موت ذلك الشيخ بسرعة
897,أصبت  [MASK]   بالدوار من كثر قفزها سريعا بين الشخصيات و سرد تفاصيل مملة نوعا ما,فجأة,المفاجأة,Surprise,قفزها سريعا بين الشخصيات
898,أصبت ب [MASK]   إزاء شخصية معتز و لا إنسانيته المزززعجه جدا,حنق,الغضب,Anger,ا إنسانيته المزززعجه
899,أصبح دميه فى يدها ويأبى مواجهتها ل [MASK]   من تركها له,خوف,الخوف,Fear,تركها له
900,أصبحت  [MASK]   لا اهتم بالناس من حولي بل ما عدت ألحظ وجودهم ,فجأة,المفاجأة,Surprise,لا اهتم بالناس من حولي
901,أصبحت  [MASK]   للغاية عندما تعرفت على حجم الفساد في النظام السياسي,حنق,الغضب,Anger,حجم الفساد في النظام السياسي
902,أصبحت  [MASK]   مسترخيا في مقعدي في حين كانت قدمي اليسرى تهزم الزمن,سعيد,الفرح,Joy,كانت قدمي اليسرى تهزم الزمن
903,أصبحت  [MASK]   من اقامة علاقات جديدة بعد افتراقنا,خاف,الخوف,Fear,اقامة علاقات جديدة بعد افتراقنا
904,أصبحت  [MASK]   من قول كلمة أنا هل يا ترى يعتريني الكبر؟,خاف,الخوف,Fear,قول كلمة أنا
905,أصبحت أكثر  [MASK]   وتحررا لأنها أقلعت عن تعاطي المخدرات,سعادة,الفرح,Joy,أقلعت عن تعاطي المخدرات
906,أصبحنا  [MASK]   من تفكير الناس على تفكيرنا أهذا حلال ام حرام,خاف,الخوف,Fear,تفكير الناس
907,أصبحنا لا نستمتع بحياتنا  [MASK]   من تشوه مكانتا إلاجتماعيه,خوف,الخوف,Fear, تشوه مكانتا إلاجتماعيه
908,أصوات مزعجة وتصرفات فظة في الرواق  اصابني  [MASK]   من هذا المطعم,الاشمئزاز,الاشمئزاز,Disgust,أصوات مزعجة وتصرفات فظة في الرواق
909,أظن أن  [MASK]   كان هدف الكاتب، وقد حققه . الرواية تصور تخلي الإنسان عن كرامته وشرفه,قزز,الاشمئزاز,Disgust,تخلي الإنسان عن كرامته وشرفه
910,أظهرت قدرات مذهلة فى التمثيل [MASK]  قامات مثل محمود قابيل او يسرا من المنافسة الشرسة,رعب,الخوف,Fear,المنافسة الشرسة
911,أعاد الأشقاء الأربعة الأميرة إلى أبيها، وعمت  [MASK]   أرجاء البلاد,الفرحة,الفرح,Joy,أعاد الأشقاء الأربعة الأميرة إلى أبيها
912,أعترف أنه لا شيء  [MASK]   غير هذا السؤال المبهم ,يخيف,الخوف,Fear,السؤال المبهم
913,أعترف اني كنت أحس بخنقة رهيبة عند السرد [MASK]  مع اني كنت مستعد جيدا,فجأة,المفاجأة,Surprise,أحس بخنقة رهيبة عند السرد
914,أعتقدت أن الكتاب يتحدث عن القراءة تحديدا لكن  [MASK]   بأنه عبارة عن بعض القصص في الصفوف الدراسية,فاجأ,المفاجأة,Surprise,عبارة عن بعض القصص في الصفوف الدراسية
915,أعتقلني  [MASK]   كوننا نتشبث بالبقاء .. في حين يتوق غيرنا للبناء,حزن,الحزن,Sadness,كوننا نتشبث بالبقاء
916,أعطتني أنطباع  [MASK]   فأغلب الشخصيات وحيدة,حزين,الحزن,Sadness,أغلب الشخصيات وحيدة
917,أعطوني سرير بالغين بدون حواجز وهذا سبب لنا  [MASK]   من سقوط الطفل على الأرض,خوف,الخوف,Fear,سقوط الطفل على الأرض
918,أعلن الكاتب أنه مطمئن للإلحاد، تماما كما يشعر المؤمن بالله ب [MASK]   والسكينة,سعادة,الفرح,Joy,مطمئن للإلحاد
919,"أعلنت المدرسة عن رحلة إلى المتحف الزراعي وحديقة الحيوان, عجزت عن الاشتراك فيها, ف [MASK]   كثيرا",حزن,الحزن,Sadness,عجزت عن الاشتراك فيها
920,أعمل كثيرا لأحيا [MASK]  ,سعيدا,الفرح,Joy,أعمل كثيرا
921,أعيش في شقة قديمة تعج بالأشباح، وكلما استيقظت في الليل أشعر ب [MASK]   وكأن هناك أحدهم يراقبني,رعب,الخوف,Fear,أعيش في شقة قديمة تعج بالأشباح
922,أفعال الطيبين لا تذهب عبثا. إنهم يكافئون عليها مكافأة فورية.. ب [MASK]   القلب,سعادة,الفرح,Joy,أفعال الطيبين لا تذهب عبثا
923,أقحم بعض الشخصيات في الرواية لكن اختفوا  [MASK]   رغم ان لهم دور حيوي في الرواية,فجأة,المفاجأة,Surprise,أقحم بعض الشخصيات في الرواية لكن اختفوا
924,الشقيقان الكبيران أقدما على هدم المنزل ليريا كيف سيفر النمل المسكين  [MASK] ,مذعور,الخوف,Fear,أقدما على هدم المنزل
925,أقرأ لكى لا أنسى ... لأننى  [MASK]   أن أنسى,خاف,الخوف,Fear,أن أنسى
926,أقول أن هذه الرواية بالغت في الحديث عن الاشباح جعلتني أشعر بالثقل و [MASK]  ,خوف,الخوف,Fear,بالغت في الحديث عن الاشباح
927,أكتر شي  [MASK]  ني لما خلصت الرواية وغفيت و أختلط عندي الحلم بالواقع,خوف,الخوف,Fear,غفيت و أختلط عندي الحلم بالواقع
928,أكتر ما شدني  [MASK]   الذى فى قلوب الناس من الثورة على الظلم,خوف,الخوف,Fear,الثورة على الظلم
929,أكتشف  [MASK]   أن القصة ماهي إلا قصة كاتبة لا ندري إن كانت قصتها الحقيقية أم لا,فجأة,المفاجأة,Surprise,القصة ماهي إلا قصة كاتبة
930,أكتشف الحقيقة في طريقه أثناء بحثه عن روحه الضائعة [MASK]  في سراديبها الخلفية,فجأة,المفاجأة,Surprise,أكتشف الحقيقة في طريقه أثناء بحثه
931,أكتشفت مدى خطئي مع اختي [MASK]   ومن ثم ذهبت للاعتذار,فجأة,المفاجأة,Surprise,أكتشفت مدى خطئي مع اختي
932,أكثر  [MASK]   اننا نرى الانفعالية والحماس الزائد في الكثير من المشائخ عوض العقلانية وبعد النظر,حزن,الحزن,Sadness,نرى الانفعالية والحماس الزائد في الكثير من المشائخ
